Recording Date,Production Order,Production Line,Material Type,Manufacturing Process,Width Change,Grammage,Length,Width,Reference,Reference Type,Team,Week Day,Shift,Speed,Ventilation 1,Ventilation 2,Ventilation 3,Ventilation 4,Ventilation 5,Ventilation 6,Temperature 1,Temperature 2,Temperature 3,Temperature 4,Temperature 5,Temperature 6,Tension,RC,VC,RC Out?,VC Out?
20190807013407,5160115836,323,PBA02,BPDUP,N,73.0,5120,1850,B3822,B,B,TER,3,31.78,1001.09,863.5,897.57,779.73,769.1,0.33,162.1,147.17,151.79,128.64,107.41,0.0,30.15,59.4,6.0,"[59,60[","[6.0,6.5["
20190806220200,5160115836,323,PBA02,BPDUP,N,73.0,5120,1850,B3822,B,B,TER,3,31.99,999.78,863.28,898.87,780.6,768.23,0.33,162.99,148.57,155.0,130.57,107.83,0.0,28.76,58.9,,"[58,59[",
20190807041757,5160115836,323,PBA02,BPDUP,N,73.0,5120,1850,B3822,B,B,TER,3,31.99,1001.09,864.15,896.92,781.25,768.23,0.33,161.97,147.17,151.91,128.93,107.74,0.0,27.55,59.1,,"[59,60[",
20190807060200,5160115836,323,PBA02,BPDUP,N,73.0,5120,1850,B3822,B,C,QUA,1,32.22,1002.6,864.37,898.44,779.3,768.23,0.33,162.31,147.68,152.42,127.55,108.08,0.0,25.78,58.9,5.6,"[58,59[","[5.5,6.0["
20190807060200,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUA,1,32.22,1002.6,864.37,898.44,779.3,768.23,0.33,162.31,147.68,152.42,127.55,108.08,0.0,25.78,56.1,6.5,"[56,57[","[6.5,7.0["
20190807093158,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUA,1,27.0,1047.09,848.31,881.29,765.41,768.45,0.33,161.85,147.51,152.04,128.8,107.66,0.0,28.18,56.1,6.7,"[56,57[","[6.5,7.0["
20190807093158,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUA,1,27.0,1047.09,848.31,881.29,765.41,768.45,0.33,161.85,147.51,152.04,128.8,107.66,0.0,28.18,56.1,6.5,"[56,57[","[6.5,7.0["
20190807104100,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUA,1,26.98,1048.39,848.31,880.64,764.97,766.71,0.33,161.93,145.09,149.97,124.32,107.66,0.0,29.43,56.4,6.5,"[56,57[","[6.5,7.0["
20190807120141,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUA,1,27.0,1046.66,847.22,881.51,764.97,767.8,0.33,162.31,145.47,150.35,123.43,108.71,0.0,29.2,56.5,6.5,"[56,57[","[6.5,7.0["
20190807140400,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,QUA,2,26.99,1046.66,846.57,882.16,764.97,767.36,0.33,161.93,145.26,149.68,126.62,106.95,0.0,28.13,56.4,,"[56,57[",
20190807143000,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,QUA,2,26.99,1046.66,848.52,881.08,764.97,767.14,0.33,162.06,144.66,149.76,126.16,106.99,0.0,27.11,55.7,6.3,"[55,56[","[6.0,6.5["
20190807153700,5160115957,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,QUA,2,28.04,1047.09,847.22,881.73,764.97,768.45,0.33,162.44,147.47,151.87,124.74,107.24,0.0,29.43,55.9,6.3,"[55,56[","[6.0,6.5["
20190808181600,5160115969,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,A,QUI,2,24.24,865.45,862.2,896.7,761.94,767.8,0.33,138.66,132.37,137.26,121.17,109.42,0.0,31.16,56.8,10.9,"[56,57[","[10.5,11.0["
20190808214400,5160115900,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,A,QUI,2,17.91,836.15,833.12,867.62,778.86,767.8,0.33,128.44,122.76,126.65,122.85,105.31,0.0,25.38,,,,
20190808220200,5160115900,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,B,QUI,3,16.98,835.29,832.9,865.02,780.38,767.36,0.33,128.15,122.5,126.99,112.19,102.2,0.0,22.05,59.0,,"[59,60[",
20190809001801,5160115922,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,B,SEX,3,16.97,836.59,831.81,865.23,779.73,767.14,0.33,125.39,120.84,123.86,110.6,102.96,0.0,23.78,59.5,6.5,"[59,60[","[6.5,7.0["
20190809031900,5160115968,323,PBA02,BPDUP,S,71.0,4900,1240,F6012,F,B,SEX,3,20.32,836.15,831.81,896.48,779.51,768.45,0.33,128.23,121.95,127.75,118.23,103.0,0.0,23.41,58.8,6.7,"[58,59[","[6.5,7.0["
20190809060200,5160115971,323,PBA02,BPDUP,N,66.0,4900,1240,M678,M,C,SEX,1,22.1,866.97,832.47,897.35,779.08,767.14,0.33,143.07,129.65,134.09,113.95,102.37,0.0,18.66,58.9,6.5,"[58,59[","[6.5,7.0["
20190809061600,5160115970,323,PBA02,BPDUP,N,71.0,4900,1240,M3663,M,C,SEX,1,21.44,849.83,833.12,880.43,778.86,768.45,0.33,138.02,127.43,132.23,110.6,103.38,0.0,18.63,58.4,6.7,"[58,59[","[6.5,7.0["
20190809063500,5160115925,323,PBA02,BPDUP,S,66.0,5120,1850,M1076,M,C,SEX,1,20.9,849.61,833.77,880.64,779.08,767.36,0.33,138.49,127.69,132.78,108.25,103.59,0.0,21.73,58.9,6.5,"[58,59[","[6.5,7.0["
20190809082200,5160115831,323,PBA02,BPDUP,N,71.0,5120,1850,M532,M,C,SEX,1,26.15,866.97,844.84,880.64,778.86,766.71,0.33,143.32,139.51,145.32,112.9,107.07,0.0,31.45,58.4,6.5,"[58,59[","[6.5,7.0["
20190809082200,5160115927,323,PBA02,BPDUP,N,71.0,5120,1850,M381,M,C,SEX,1,26.15,866.97,844.84,880.64,778.86,766.71,0.33,143.32,139.51,145.32,112.9,107.07,0.0,31.45,58.3,6.5,"[58,59[","[6.5,7.0["
20190809082200,5160115927,323,PBA02,BPDUP,N,71.0,5120,1850,M381,M,C,SEX,1,26.15,866.97,844.84,880.64,778.86,766.71,0.33,143.32,139.51,145.32,112.9,107.07,0.0,31.45,58.3,6.5,"[58,59[","[6.5,7.0["
20190809120200,5160115927,323,PBA02,BPDUP,N,71.0,5120,1850,M381,M,C,SEX,1,26.14,867.4,847.66,879.99,779.73,768.23,0.33,142.98,142.19,146.68,114.46,107.95,0.0,30.67,58.4,6.5,"[58,59[","[6.5,7.0["
20190809120900,5160115926,323,PBA02,BPDUP,N,71.0,5120,1850,M999,M,C,SEX,1,26.15,865.23,847.22,880.86,779.51,767.14,0.33,143.19,142.41,147.18,112.82,107.83,0.0,29.14,58.6,6.4,"[58,59[","[6.0,6.5["
20190812002131,5160116003,323,PBA02,BPDUP,N,91.0,2460,1850,L166,L,A,DOM,3,15.41,848.52,846.14,878.91,777.13,766.28,0.33,133.66,122.93,128.34,107.95,103.76,0.0,28.33,56.3,6.7,"[56,57[","[6.5,7.0["
20190811234800,5160116000,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,A,DOM,3,17.47,819.23,831.16,879.56,778.0,765.84,0.33,129.08,123.52,127.96,106.57,101.87,0.0,26.77,58.1,,"[58,59[",
20190812004823,5160116002,323,PBA02,BPDUP,N,66.0,2460,1850,M358,M,A,SEG,3,21.46,848.52,845.27,879.12,777.13,767.8,0.33,133.83,122.97,127.88,108.88,102.75,0.0,28.47,59.4,6.8,"[59,60[","[6.5,7.0["
20190812012200,5160116005,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,A,SEG,3,17.22,804.25,845.92,879.34,776.04,766.28,0.33,112.72,123.78,129.06,111.1,103.25,0.0,27.46,55.4,6.6,"[55,56[","[6.5,7.0["
20190812045800,5160116005,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,A,SEG,3,17.0,729.38,726.13,728.73,734.16,737.41,0.33,114.07,125.05,129.86,118.36,104.47,0.0,29.72,55.9,6.5,"[55,56[","[6.5,7.0["
20190812102300,5160116005,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,B,SEG,1,16.99,804.9,846.35,878.91,779.08,766.71,0.33,116.28,123.52,128.47,116.26,103.09,0.0,26.24,56.8,5.9,"[56,57[","[5.5,6.0["
20190812102300,5160116005,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,B,SEG,1,16.99,804.9,846.35,878.91,779.08,766.71,0.33,116.28,123.52,128.47,116.26,103.09,0.0,26.24,56.7,6.3,"[56,57[","[6.0,6.5["
20190812102300,5160116005,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,B,SEG,1,16.99,804.9,846.35,878.91,779.08,766.71,0.33,116.28,123.52,128.47,116.26,103.09,0.0,26.24,56.7,6.3,"[56,57[","[6.0,6.5["
20190812133850,5160116017,323,PBA02,BPDUP,N,81.0,2460,1850,F067,F,B,SEG,1,16.98,804.9,846.79,879.56,780.38,766.06,0.33,116.02,123.27,128.05,111.77,103.21,0.0,25.32,56.9,,"[56,57[",
20190812143529,5160116019,323,PBA02,BPDUP,N,81.0,2460,1850,F755,F,C,SEG,2,16.74,803.82,844.84,878.47,780.82,767.58,0.33,116.15,122.8,127.83,114.04,103.25,0.0,27.37,58.0,6.2,"[58,59[","[6.0,6.5["
20190812185826,5160116006,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,C,SEG,2,16.51,805.56,846.57,879.77,779.3,767.36,0.33,115.94,122.54,127.79,113.2,102.71,0.0,30.35,58.0,6.2,"[58,59[","[6.0,6.5["
20190812171400,5160116006,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,C,SEG,2,16.52,805.34,846.79,879.77,778.65,767.36,0.33,115.68,122.63,127.29,110.93,102.92,0.0,28.85,58.0,6.2,"[58,59[","[6.0,6.5["
20190812150600,5160116006,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,C,SEG,2,16.74,803.39,846.35,879.12,779.73,767.14,0.33,116.02,122.5,127.37,114.08,102.67,0.0,28.33,58.0,6.2,"[58,59[","[6.0,6.5["
20190812202400,5160116006,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,C,SEG,2,16.74,804.04,846.14,879.56,778.86,767.36,0.33,116.19,122.93,127.5,111.31,102.2,0.0,29.34,57.8,6.5,"[57,58[","[6.5,7.0["
20190812220200,5160116006,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,A,SEG,3,16.74,804.69,846.35,880.43,778.86,765.41,0.33,115.98,122.76,127.71,111.06,102.54,0.0,29.22,57.6,6.3,"[57,58[","[6.0,6.5["
20190812233900,5160116054,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,A,SEG,3,16.29,775.39,832.25,865.02,779.3,767.14,0.33,109.58,123.14,127.92,111.73,103.84,0.0,26.48,58.8,6.6,"[58,59[","[6.5,7.0["
20190813015500,5160116051,323,PBA02,BPDUP,N,66.0,5120,1850,M9001,M,A,TER,3,17.67,835.29,831.38,864.8,779.3,768.01,0.33,119.41,123.48,128.26,108.12,102.83,0.0,33.1,58.4,,"[58,59[",
20190813020900,5160116052,323,PBA02,BPDUP,N,66.0,5120,1850,M563,M,A,TER,3,18.54,835.07,831.38,864.8,779.08,767.8,0.33,119.41,122.63,127.54,111.85,103.46,0.0,30.12,58.6,,"[58,59[",
20190813023800,5160116020,323,PBA02,BPDUP,N,71.0,5120,1850,M2459,M,A,TER,3,20.09,835.07,833.33,865.02,778.43,767.58,0.33,119.12,122.71,128.05,111.85,102.58,0.0,28.56,58.1,,"[58,59[",
20190813033400,5160116055,323,PBA02,BPDUP,N,71.0,5120,1850,M999,M,A,TER,3,18.52,848.96,846.57,879.99,779.73,768.23,0.33,133.57,127.73,132.78,109.51,103.76,0.0,30.96,57.9,6.5,"[57,58[","[6.5,7.0["
20190813053900,5160116055,323,PBA02,BPDUP,N,71.0,5120,1850,M999,M,A,TER,3,25.08,881.08,846.35,879.56,780.16,767.58,0.33,139.08,135.3,139.87,111.02,105.02,0.0,28.56,,,,
20190813060200,5160116055,323,PBA02,BPDUP,N,71.0,5120,1850,M999,M,B,TER,1,25.09,881.29,846.57,880.64,779.51,767.36,0.33,138.74,135.22,139.92,108.37,104.93,0.0,26.62,58.1,,"[58,59[",
20190813081403,5160115924,323,PBA02,BPDUP,N,81.0,5120,1850,M6046,M,B,TER,1,20.76,880.64,847.01,880.64,779.73,767.8,0.33,134.29,128.45,133.71,114.04,104.39,0.0,29.83,56.6,6.2,"[56,57[","[6.0,6.5["
20190813082900,5160116056,323,PBA02,BPDUP,N,66.0,5520,1850,M9001,M,B,TER,1,25.09,882.16,845.27,879.77,780.6,768.23,0.33,134.29,128.45,133.12,113.99,105.73,0.0,27.37,59.0,6.5,"[59,60[","[6.5,7.0["
20190813192146,5160116056,323,PBA02,BPDUP,N,66.0,5520,1850,M9001,M,C,TER,2,16.96,879.99,846.79,879.56,779.73,767.8,0.33,118.48,112.72,118.46,105.56,102.79,0.0,28.13,58.6,6.3,"[58,59[","[6.0,6.5["
20190813150121,5160116056,323,PBA02,BPDUP,N,66.0,5520,1850,M9001,M,C,TER,2,16.97,879.12,847.44,879.56,776.69,767.36,0.33,118.69,113.27,117.78,109.21,102.2,0.0,26.97,57.7,6.4,"[57,58[","[6.0,6.5["
20190813220200,5160116060,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,A,TER,3,16.73,878.69,845.92,879.99,779.3,767.14,0.33,118.73,112.76,117.74,108.08,102.41,0.0,31.25,56.9,6.4,"[56,57[","[6.0,6.5["
20190814005600,5160116060,323,PBA02,BPDUP,N,81.0,5520,1850,F755,F,A,TER,3,23.83,880.64,846.35,879.12,779.3,767.36,0.33,138.74,132.92,137.64,110.76,104.97,0.0,29.63,57.0,,"[57,58[",
20190814024700,5160115853,323,PBD00,BPMEL,N,151.0,5520,1850,KRF,K,A,QUA,3,11.89,878.26,845.49,879.56,778.65,767.36,0.33,133.61,122.54,127.5,114.62,108.2,0.0,25.58,56.5,,"[56,57[",
20190814033800,5160116064,323,PBA02,BPDUP,N,66.0,5520,1850,M358,M,A,QUA,3,22.54,879.56,846.35,879.56,778.0,767.36,0.33,133.87,123.48,128.05,106.9,103.17,0.0,25.95,58.9,,"[58,59[",
20190814052200,5160116062,323,PBA02,BPDUP,N,66.0,5520,1850,M563,M,A,QUA,3,23.82,806.21,844.62,880.21,779.51,767.36,0.33,132.0,124.97,130.16,110.18,104.72,0.0,30.38,58.4,,"[58,59[",
20190814060200,5160116062,323,PBA02,BPDUP,N,66.0,5520,1850,M563,M,B,QUA,1,25.09,802.73,845.7,880.21,780.16,767.8,0.33,132.0,125.39,130.12,110.81,105.44,0.0,30.27,59.0,,"[59,60[",
20190814072603,5160116090,323,PBA02,BPDUP,N,66.0,5520,1850,M6225,M,B,QUA,1,19.15,804.69,845.49,880.43,779.73,767.58,0.33,124.63,118.37,125.09,108.5,103.13,0.0,30.58,59.1,,"[59,60[",
20190814072643,5160116091,323,PBA02,BPDUP,N,71.0,5520,1850,M999,M,B,QUA,1,19.15,804.69,845.49,880.43,779.73,767.58,0.33,124.63,118.37,125.09,108.5,103.13,0.0,30.58,58.7,,"[58,59[",
20190814072400,5160116092,323,PBA02,BPDUP,N,106.0,5520,1850,L174,L,B,QUA,1,19.15,806.21,845.92,878.47,778.65,768.66,0.33,124.41,118.29,125.05,107.83,103.0,0.0,30.67,56.6,,"[56,57[",
20190814085056,5160116063,323,PBA02,BPDUP,N,71.0,5520,1850,M760,M,B,QUA,1,24.87,867.84,846.57,879.99,778.21,767.58,0.33,143.11,132.62,138.27,108.79,103.97,0.0,26.97,58.0,6.2,"[58,59[","[6.0,6.5["
20190814083156,5160116063,323,PBA02,BPDUP,N,71.0,5520,1850,M760,M,B,QUA,1,22.11,836.15,846.35,879.99,779.08,767.58,0.33,134.08,128.28,132.86,110.26,103.25,0.0,31.22,57.2,6.6,"[57,58[","[6.5,7.0["
20190814172400,5160116061,323,PBA02,BPDUP,N,91.0,5520,1850,L166,L,C,QUA,2,16.04,909.72,845.49,879.56,779.3,766.28,0.33,118.52,122.03,128.85,116.47,99.48,0.0,28.47,57.5,8.9,"[57,58[","[8.5,9.0["
20190814172400,5160116059,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,B,QUA,2,16.04,909.72,845.49,879.56,779.3,766.28,0.33,118.52,122.03,128.85,116.47,99.48,0.0,28.47,54.9,6.7,"[54,55[","[6.5,7.0["
20190814172400,5160116059,323,PBA02,BPDUP,N,81.0,5520,1850,F067,F,B,QUA,2,16.04,909.72,845.49,879.56,779.3,766.28,0.33,118.52,122.03,128.85,116.47,99.48,0.0,28.47,54.9,6.7,"[54,55[","[6.5,7.0["
20190815024100,5160116061,323,PBA02,BPDUP,N,91.0,5520,1850,L166,L,A,QUA,3,22.33,880.43,846.79,896.48,779.73,767.14,0.33,138.36,132.88,137.55,121.5,107.2,0.0,30.38,56.8,,"[56,57[",
20190815011900,5160116061,323,PBA02,BPDUP,N,91.0,5520,1850,L166,L,A,QUA,3,22.31,880.64,846.35,898.65,779.73,767.14,0.33,138.4,132.41,137.26,121.92,107.03,0.0,34.43,56.8,,"[56,57[",
20190814220200,5160116061,323,PBA02,BPDUP,N,91.0,5520,1850,L166,L,A,QUA,3,16.05,909.72,845.7,879.99,780.6,767.14,0.33,118.31,122.12,129.57,121.29,102.16,0.0,25.81,56.9,6.6,"[56,57[","[6.5,7.0["
20190814225000,5160116061,323,PBA02,BPDUP,N,91.0,5520,1850,L166,L,A,QUA,3,21.23,879.56,847.01,896.48,779.3,767.36,0.33,138.28,132.2,137.55,121.5,103.97,0.0,30.12,56.8,6.7,"[56,57[","[6.5,7.0["
20190815044000,5160116100,323,PBA02,BPDUP,N,71.0,5520,1850,M175,M,A,QUI,3,25.3,881.08,847.01,896.27,780.16,768.66,0.33,138.66,132.5,137.21,121.09,108.37,0.0,32.09,58.1,6.5,"[58,59[","[6.5,7.0["
20190815060200,5160116100,323,PBA02,BPDUP,N,71.0,5520,1850,M175,M,B,QUI,1,25.3,849.61,846.57,896.48,779.51,767.36,0.33,138.62,133.18,137.64,121.67,108.04,0.0,31.6,58.1,,"[58,59[",
20190815090000,5160115967,323,PBA02,BPDUP,S,73.0,4900,1240,B3822,B,B,QUI,1,27.19,879.56,832.9,911.02,780.82,767.8,0.33,151.97,133.05,137.38,120.25,103.8,0.0,24.51,58.8,6.2,"[58,59[","[6.0,6.5["
20190815115128,5160116065,323,PBA02,BPDUP,S,91.0,5520,1850,B3768,B,B,QUI,1,27.18,956.81,832.9,911.24,780.82,767.36,0.33,162.69,146.87,151.87,129.98,103.97,0.0,28.07,56.1,6.5,"[56,57[","[6.5,7.0["
20190815152424,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.5,1047.31,862.63,928.39,809.68,767.14,0.33,162.35,146.45,151.41,121.46,106.82,0.0,27.49,56.1,6.3,"[56,57[","[6.0,6.5["
20190815143200,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.49,1046.01,863.5,927.95,811.2,767.8,0.33,162.48,146.79,151.24,122.34,107.2,0.0,29.57,56.0,6.8,"[56,57[","[6.5,7.0["
20190815135400,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.49,1045.36,863.06,927.3,810.33,767.36,0.33,162.48,147.17,151.66,123.35,107.28,0.0,27.98,55.7,,"[55,56[",
20190815181300,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.49,1045.79,863.28,927.52,809.46,767.8,0.33,162.44,147.0,151.49,121.63,106.78,0.0,27.55,56.1,6.3,"[56,57[","[6.0,6.5["
20190815211300,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.48,1047.09,864.15,927.95,809.9,767.36,0.33,162.35,146.7,151.58,123.22,107.7,0.0,26.94,56.0,6.8,"[56,57[","[6.5,7.0["
20190815180800,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,C,QUI,2,29.49,1046.44,863.28,927.52,810.11,767.58,0.33,162.23,147.09,150.9,121.92,106.95,0.0,30.06,56.1,6.3,"[56,57[","[6.0,6.5["
20190815220200,5160116065,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,QUI,3,28.86,1046.44,863.28,926.87,810.11,767.36,0.33,162.4,146.32,151.41,121.5,107.66,0.0,27.66,56.0,6.8,"[56,57[","[6.5,7.0["
20190816011000,5160115965,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,SEX,3,29.07,1047.74,862.85,927.52,809.24,767.36,0.33,162.48,146.91,151.91,122.05,107.53,0.0,29.57,56.1,6.3,"[56,57[","[6.0,6.5["
20190816022300,5160115965,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,SEX,3,29.07,1046.22,863.93,926.87,810.11,767.8,0.33,163.12,147.81,151.87,123.35,107.32,0.0,31.16,56.6,,"[56,57[",
20190816034900,5160115965,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,SEX,3,29.05,1046.22,864.15,927.73,810.11,768.23,0.33,163.03,147.64,151.79,123.48,107.58,0.0,31.16,56.6,,"[56,57[",
20190816001800,5160115965,323,PBA02,BPDUP,N,91.0,5520,1850,B3768,B,A,SEX,3,29.07,1046.22,863.28,925.56,807.94,767.58,0.33,162.52,147.17,152.21,122.22,107.66,0.0,29.95,56.4,,"[56,57[",
20190903161900,5160116183,323,PBA02,BPDUP,N,66.0,2460,1850,M358,M,C,TER,2,19.87,728.52,725.48,729.82,733.51,737.63,0.33,118.06,122.07,126.91,116.76,101.95,0.0,29.57,58.9,6.2,"[58,59[","[6.0,6.5["
20190903162200,5160116167,323,PBA02,BPDUP,N,66.0,2460,1850,M563,M,C,TER,2,19.88,728.73,726.13,729.17,733.51,738.93,0.33,117.97,122.12,127.03,116.76,101.28,0.0,30.41,58.9,6.2,"[58,59[","[6.0,6.5["
20190903162200,5160116173,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,C,TER,2,19.88,728.73,726.13,729.17,733.51,738.93,0.33,117.97,122.12,127.03,116.76,101.28,0.0,30.41,57.7,6.3,"[57,58[","[6.0,6.5["
20190903162200,5160116173,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,C,TER,2,19.88,728.73,726.13,729.17,733.51,738.93,0.33,117.97,122.12,127.03,116.76,101.28,0.0,30.41,57.7,6.3,"[57,58[","[6.0,6.5["
20190903162200,5160116173,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,A,TER,3,19.88,728.73,726.13,729.17,733.51,738.93,0.33,117.97,122.12,127.03,116.76,101.28,0.0,30.41,58.5,,"[58,59[",
20190904004000,5160116173,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,A,TER,3,16.32,817.71,831.16,865.89,778.86,767.36,0.33,107.93,119.01,124.92,116.01,104.81,0.0,17.8,57.9,,"[57,58[",
20190904004000,5160116173,323,PBA02,BPDUP,N,81.0,5520,1850,L167,L,A,TER,3,16.32,817.71,831.16,865.89,778.86,767.36,0.33,107.93,119.01,124.92,116.01,104.81,0.0,17.8,58.5,,"[58,59[",
20190904012847,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,A,QUA,3,15.66,774.09,831.81,866.75,779.3,767.14,0.33,108.73,122.33,126.95,116.55,104.6,0.0,31.16,57.7,6.3,"[57,58[","[6.0,6.5["
20190904012847,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,B,QUA,1,15.66,774.09,831.81,866.75,779.3,767.14,0.33,108.73,122.33,126.95,116.55,104.6,0.0,31.16,58.5,34.3,"[58,59[",>=12
20190904012847,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,B,QUA,1,15.66,774.09,831.81,866.75,779.3,767.14,0.33,108.73,122.33,126.95,116.55,104.6,0.0,31.16,58.5,34.3,"[58,59[",>=12
20190904012847,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,B,QUA,1,15.66,774.09,831.81,866.75,779.3,767.14,0.33,108.73,122.33,126.95,116.55,104.6,0.0,31.16,58.5,6.1,"[58,59[","[6.0,6.5["
20190904012847,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,B,QUA,1,15.66,774.09,831.81,866.75,779.3,767.14,0.33,108.73,122.33,126.95,116.55,104.6,0.0,31.16,58.5,6.1,"[58,59[","[6.0,6.5["
20190904152300,5160116172,323,PBA02,BPDUP,N,81.0,5520,1850,L3031,L,C,QUA,2,15.89,775.39,831.6,880.21,780.16,766.28,0.33,122.25,122.63,126.91,121.59,105.86,0.0,26.36,57.7,6.5,"[57,58[","[6.5,7.0["
20190904183300,5160116273,323,PBA02,BPDUP,N,66.0,4900,1850,M9001,M,C,QUA,2,15.89,773.65,832.25,880.21,779.08,767.8,0.33,108.22,122.54,126.78,122.55,105.31,0.0,28.99,58.9,6.2,"[58,59[","[6.0,6.5["
20190904190743,5160116171,323,PBA02,BPDUP,N,66.0,2460,1850,M9001,M,C,QUA,2,17.26,774.96,832.68,879.99,779.73,767.8,0.33,108.39,122.12,126.99,122.81,104.81,0.0,29.34,58.9,,"[58,59[",
20190904195200,5160116175,323,PBA02,BPDUP,N,91.0,2460,1850,L166,L,C,QUA,2,16.55,773.22,833.33,879.56,780.82,767.8,0.33,108.14,122.37,126.78,123.56,105.02,0.0,28.67,56.6,6.7,"[56,57[","[6.5,7.0["
20190904195800,5160116185,323,PBA02,BPDUP,N,91.0,2460,1850,L164,L,C,QUA,2,16.56,774.31,832.68,879.77,780.82,767.36,0.33,108.31,121.9,126.61,123.64,104.26,0.0,26.36,56.5,6.5,"[56,57[","[6.5,7.0["
20190904203200,5160116188,323,PBA02,BPDUP,N,71.0,2460,1850,M175,M,C,QUA,2,17.25,834.85,846.35,880.21,779.95,767.58,0.33,113.44,122.41,127.29,122.72,104.81,0.0,26.94,58.1,6.5,"[58,59[","[6.5,7.0["
20190904211200,5160116184,323,PBD00,BPMEL,N,71.0,2460,1850,KRF,K,C,QUA,2,19.93,817.49,846.79,866.54,764.97,768.01,0.33,113.39,122.33,127.07,122.22,105.52,0.0,31.74,58.4,6.5,"[58,59[","[6.5,7.0["
20190905000500,5160116187,323,PBA02,BPDUP,N,66.0,5520,1850,M2451,M,A,QUA,3,18.64,818.79,831.81,866.54,763.89,766.93,0.33,115.77,119.39,124.62,120.04,102.37,0.0,28.24,60.6,6.6,"[60,61[","[6.5,7.0["
20190904231800,5160116179,323,PBA02,BPDUP,N,71.0,5520,1850,M999,M,A,QUA,3,17.25,818.58,815.1,849.18,763.24,767.14,0.33,113.65,117.48,122.47,120.41,102.16,0.0,27.37,59.8,6.8,"[59,60[","[6.5,7.0["
20190905005300,5160116260,323,PBA02,BPDUP,N,66.0,4900,1850,M393,M,A,QUI,3,17.98,819.23,830.08,865.89,764.97,767.8,0.33,115.56,119.61,124.12,120.33,102.75,0.0,25.0,,,,
20190905021012,5160116210,323,PBA02,BPDUP,N,71.0,5520,1850,M6120,M,A,QUI,3,19.7,819.01,831.6,865.45,764.97,767.36,0.33,123.1,120.59,127.29,120.16,102.96,0.0,28.82,59.8,6.8,"[59,60[","[6.5,7.0["
20190905025100,5160116181,323,PBA02,BPDUP,S,71.0,4900,1240,F6013,F,A,QUI,3,25.78,848.74,844.62,880.43,780.82,767.58,0.33,133.06,127.35,132.48,120.54,104.43,0.0,13.51,59.1,,"[59,60[",
20190905042500,5160116168,323,PBA02,BPDUP,N,78.0,4900,1240,M2123,M,A,QUI,3,26.2,850.91,845.92,879.77,779.3,767.36,0.33,135.1,130.07,135.1,120.62,104.09,0.0,24.02,,,,
